university_id,course_id,faculty,course_name,degree_type,course_url,curriculum_supported,typical_offer,min_requirements,min_points_home,intl_buffer_points,required_subjects,recommended_subjects,ps_expected_signals,estimated_annual_cost_international,notes
UCL,UCL_CS_BSC_2026,Engineering Sciences,Computer Science BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,39,1,A-level Maths A* required; IB HL Maths (AA) grade 7 required.,Further Maths; Computer Science.,Mathematical maturity; evidence of complex problem-solving; personal coding projects/GitHub; algorithmic thinking; awareness of AI ethics/societal impact.,41000,Add intl buffer +1; budget filter; STAT (Special Tertiary Admissions Test) is a hard gate; A* in Maths is essential.
UCL,UCL_CS_MENG_2026,Engineering Sciences,Computer Science MEng,MEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,39,1,A-level Maths A* required; IB HL Maths (AA) grade 7 required.,Further Maths.,Readiness for advanced research; evidence of scaling technical projects; mathematical fluency; commitment to a 4-year technical path.,41000,Add intl buffer +1; budget filter; STAT test required.
UCL,UCL_ROB_AI_BENG_2026,Engineering Sciences,Robotics and Artificial Intelligence BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,39,1,A-level Maths A* required; IB HL Maths (AA) grade 7 required.,Further Maths; Physics.,Maker mindset; interest in the physical-digital interface; robotics builds or sim experience; understanding of ML logic; resilience in hardware/software integration.,41000,Add intl buffer +1; budget filter; STAT test required for this stream.
UCL,UCL_MGMT_BSC_2026,Engineering Sciences,Management Science BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,38,1,A-level Maths A* required; IB HL Maths (AA) grade 7 required.,None.,"Quantitative business analysis; evidence of leadership with data; interest in operational efficiency; commercial awareness; clear explanation of ""Why Management Science?"".",41000,Add intl buffer +1; budget filter; located in Canary Wharf; very quant-heavy business degree.
UCL,UCL_MECH_BENG_2026,Engineering Sciences,Mechanical Engineering BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,38,1,A-level Maths A* and Physics A required; IB HL Maths/Physics grade 6/7 required.,Further Maths.,Mechanical curiosity (fixing/building); understanding of thermodynamics or structures; teamwork/leadership in projects (Formula Student/VEX); sustainable engineering interest.,41000,Add intl buffer +1; budget filter; integrated Master's MEng variant also available.
UCL,UCL_CIV_BENG_2026,Engineering Sciences,Civil Engineering BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Maths and Physics required; IB HL Maths/Physics grade 6 required.,None.,Interest in urban resilience/infrastructure; spatial awareness; ability to work in teams; awareness of climate change impact on the built environment.,41000,Add intl buffer +1; budget filter.
UCL,UCL_BME_BENG_2026,Engineering Sciences,Biomedical Engineering BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,38,1,A-level Maths A* and Physics A required.,Biology; Chemistry.,Bridging healthcare and engineering; interest in medical devices/prosthetics; empathy combined with technical rigor; lab-work evidence.,41000,Add intl buffer +1; budget filter.
UCL,UCL_CHEME_BENG_2026,Engineering Sciences,Chemical Engineering BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,38,1,A-level Maths A* and Chemistry A required.,Physics.,Process-driven thinking; interest in energy transition/green chemistry; scale-up logic; numerical strength; resilience.,41000,Add intl buffer +1; budget filter.
UCL,UCL_EEE_BENG_2026,Engineering Sciences,Electronic and Electrical Engineering BEng,BEng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: AAB / 36 (17 HL).,38,1,A-level Maths A* and Physics A required.,None.,Interest in communications/semiconductors/smart grids; logical circuitry projects; curiosity about how modern electronics function at scale; math-science rigor.,41000,Add intl buffer +1; budget filter.
UCL,UCL_ARCH_BSC_2026,The Bartlett Faculty of the Built Environment,Architecture BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,36,1,None required.,Art; Design Technology; Maths.,Experimental creative process; spatial imagination; ability to link art to human experience; portfolio showing evolution of ideas (not just pretty pictures).,34400,Add intl buffer +1; budget filter; Portfolio and Assessment Task are the main filters.
UCL,UCL_ARCH_MSCI_2026,The Bartlett Faculty of the Built Environment,Architecture MSci,MSci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,36,1,None required.,Art; Design Technology.,Advanced focus on professional practice; systems-level architectural thinking; evidence of long-term project commitment; societal impact awareness.,34400,Add intl buffer +1; budget filter; 5-year integrated course with placement.
UCL,UCL_UP_BSC_2026,The Bartlett Faculty of the Built Environment,Urban Planning and Real Estate BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-and-real-estate-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,None required.,Geography; Economics.,Interest in how cities grow and are governed; curiosity about property markets; social justice lens on housing; analytical approach to urban data.,31100,Add intl buffer +1; budget filter.
UCL,UCL_UPDM_BSC_2026,The Bartlett Faculty of the Built Environment,Urban Planning,Design and Management BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,None required.,Geography; Art.,Balancing design aesthetics with management constraints; interest in public spaces and policy; evidence of following urban development news; collaborative mindset.,31100,Add intl buffer +1; budget filter.
UCL,UCL_PM_BSC_2026,The Bartlett Faculty of the Built Environment,Project Management for Construction BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/project-management-construction-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,None required.,Maths; Economics.,Organizational skills; interest in large-scale logistics; commercial awareness; problem-solving under budget/time pressure; leadership potential.,31100,Add intl buffer +1; budget filter.
UCL,UCL_ECON_BSC_2026,Social & Historical Sciences,Economics BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,39,1,A-level Maths A* required; IB HL Maths (AA) grade 7 required.,Further Maths.,Engagement with abstract economic models; data intuition; critical take on current economic policy; reading of non-textbook journals; math-logic crossover.,37500,Add intl buffer +1; budget filter; Economics A-level not required; A* Maths is the absolute gate.
UCL,UCL_LAW_LLB_2026,Laws,Law LLB,LLB,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,None required.,Essay subjects.,Precision in vocabulary; logical argument structure; ability to dissect statute/case examples; engagement with legal philosophy; maturity and ethics.,31100,Add intl buffer +1; budget filter; LNAT test is a heavy decider.
UCL,UCL_PPE_BSC_2026,Social & Historical Sciences,"Philosophy, Politics and Economics BSc",BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,A-level Maths A required; IB HL Maths grade 6 required.,None.,Interdisciplinary synthesis; ability to connect philosophical logic to political policy and economic data; strong research-y voice; diverse reading.,37500,Add intl buffer +1; budget filter; Very competitive.
UCL,UCL_POL_BSC_2026,Social & Historical Sciences,Politics and International Relations BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-and-international-relations-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,None required.,Gov & Politics; History.,Analytic take on power; interest in quantitative political methods; global perspective; ability to argue from evidence,31100,Add intl buffer +1; budget filter.
UCL,UCL_HIST_BA_2026,Social & Historical Sciences,History BA,BA,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-ba,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,History A-level preferred.,English; Languages.,Historiographical awareness (how history is built); interest in diverse/global narratives; sophisticated source analysis; structured argument.,28100,Add intl buffer +1; budget filter.
UCL,UCL_GEOG_BSC_2026,Social & Historical Sciences,Geography BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geography-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,None required.,Geography.,Spatial thinking; interest in Anthropocene/climate; ability to handle both human and physical geography data; field-work curiosity.,31100,Add intl buffer +1; budget filter.
UCL,UCL_ANTH_BSC_2026,Social & Historical Sciences,Anthropology BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,None required.,Biology; Sociology.,Curiosity about human origins and social structures; interest in cross-cultural observation; bridging science and humanities; critical thinking about norms.,28100,Add intl buffer +1; budget filter.
UCL,UCL_ART_BA_2026,Social & Historical Sciences,History of Art BA,BA,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-art-ba,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,None required.,Art History; History.,Visual literacy; interest in the context of production; ability to write critically about objects/images; awareness of museum/curatorial issues.,28100,Add intl buffer +1; budget filter.
UCL,UCL_MED_MBBS_2026,Medical Sciences,Medicine MBBS,MBBS,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,A-level Biology and Chemistry A required; IB HL Bio/Chem grade 6 required.,Maths; Physics.,Patient-centered care evidence; understanding of NHS challenges; ethical maturity; scientific stamina; evidence of long-term commitment (volunteering/work exp).,50000,Add intl buffer +1; budget filter; UCAT required; BMAT no longer used; Integrated 6-year degree.
UCL,UCL_PSY_BSC_2026,Brain Sciences,Psychology BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/psychology-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,None required (Biology/Maths preferred).,Biology; Maths; Psychology.,Scientific literacy; evidence of understanding psychology as an experimental science; curiosity about cognitive or social mechanisms; critical reading of research papers.,37500,Add intl buffer +1; budget filter; Psychology at UCL is exceptionally competitive.
UCL,UCL_BIOMED_BSC_2026,Life Sciences,Biomedical Sciences BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-sciences-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Biology and Chemistry A required; IB HL Bio/Chem grade 6 required.,Maths.,Passion for human health/pathology; interest in lab-based research; ability to interpret medical data; curiosity about disease mechanisms (cancer/immunity/neuro).,37500,"Add intl buffer +1; budget filter; extremely competitive ""Medicine-adjacent"" course."
UCL,UCL_BIOCHEM_BSC_2026,Life Sciences,Biochemistry BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Chemistry A required + one of Bio/Maths/Phys.,Biology.,Interest in molecular-level biology; precision in scientific thought; evidence of understanding biochemical pathways; curiosity about genomics or biotech.,37500,Add intl buffer +1; budget filter.
UCL,UCL_NEURO_BSC_2026,Life Sciences,Neuroscience BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Chemistry and one of Bio/Maths/Physics required.,Biology; Maths.,Interest in the brain-mind connection; ability to handle highly technical biological pathways; curiosity about neuro-degenerative diseases or AI/Brain interfaces; research-driven mindset.,37500,Add intl buffer +1; budget filter.
UCL,UCL_PHARM_MPHARM_2026,Life Sciences,Pharmacy MPharm,MPharm,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,36,1,A-level Chemistry and one of Bio/Maths/Physics required; IB HL Chem grade 6 required.,Biology; Maths.,Attention to detail; interest in drug action and patient safety; healthcare communication skills; evidence of pharmacy-related reading or work shadowing.,31100,Add intl buffer +1; budget filter; Interview required.
UCL,UCL_HUMSCI_BSC_2026,Life Sciences,Human Sciences BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level in a Science or Social Science required.,Biology; Sociology; Anthropology.,"Interdisciplinary mindset; interest in human evolution vs contemporary society; ability to bridge ""the two cultures"" (science/arts); curiosity about genetics and culture.",34400,Add intl buffer +1; budget filter.
UCL,UCL_APMED_BSC_2026,Medical Sciences,Applied Medical Sciences BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/applied-medical-sciences-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Biology and Chemistry required.,Maths.,Focus on clinical research; interest in bridging the gap between bench science and bedside treatment; analytical approach to therapy; understanding of medical innovation.,37500,Add intl buffer +1; budget filter; located at the Royal Free Campus.
UCL,UCL_PHARMCOL_BSC_2026,Life Sciences,Pharmacology BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: A*AA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Chemistry and one of Bio/Maths/Phys required.,Maths; Biology.,Interest in drug discovery and toxicology; understanding of molecular receptors; curiosity about the pharmaceutical industry and clinical trials.,37500,Add intl buffer +1; budget filter.
UCL,UCL_POPH_BSC_2026,Population Health Sciences,Population Health Sciences BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/population-health-sciences-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,A-Levels: AAB; IB: 36 (17 HL). Contextual: BBB / 32 (15 HL).,36,1,None required.,Maths; Geography; Biology.,Social consciousness; interest in health inequality and epidemiology; ability to handle large data sets; passion for public policy and global health challenges.,31100,Add intl buffer +1; budget filter.
UCL,UCL_CAN_BSC_2026,Medical Sciences,Cancer Biomedicine BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/cancer-biomedicine-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Biology and Chemistry required.,None.,Niche focus on oncology; interest in personalized medicine; evidence of reading scientific journals on cancer research; lab-driven ambition.,37500,Add intl buffer +1; budget filter.
UCL,UCL_INF_BSC_2026,Medical Sciences,Infection and Immunity BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Biology and Chemistry required.,None.,Interest in virology,37500,and global epidemics; understanding of vaccine technology; curiosity about host-pathogen interactions; resilience in complex biological study.
UCL,UCL_MEDINV_BSC_2026,Medical Sciences,Medical Innovation and Enterprise BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Biology and Chemistry required.,Economics; Business.,Commercial medical mindset; interest in health-tech startups; understanding of clinical trial pathways and regulation; evidence of entrepreneurial spirit.,37500,"Add intl buffer +1; budget filter; unique ""Business-Med"" hybrid."
UCL,UCL_MATH_BSC_2026,Mathematical & Physical Sciences,Mathematics BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,A-Levels: A*A*A; IB: 39 (19 HL). Contextual: A*AA / 38 (18 HL).,39,1,A-level Maths A* and Further Maths A* required.,Physics.,"Proof-writing capability; fascination with abstract structures; participation in Maths Challenges; tenacity with long-form problems; evidence of exploring ""Higher Mathematics"".",34400,Add intl buffer +1; budget filter; A*A* in Maths/FM is a mandatory gate.
UCL,UCL_PHYS_BSC_2026,Mathematical & Physical Sciences,Physics BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/physics-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,A-level Maths and Physics A*A required.,Further Maths.,Intuitive understanding of physical laws; linking math to physical reality; interest in quantum/astrophysics; experimental rigor; evidence of technical hobbies.,37500,Add intl buffer +1; budget filter; Integrated MSci variant also available.
UCL,UCL_CHEM_BSC_2026,Mathematical & Physical Sciences,Chemistry BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,A-Levels: AAA; IB: 38 (18 HL). Contextual: ABB / 34 (16 HL).,38,1,A-level Chemistry A + one of Bio/Maths/Phys required.,Maths.,Passion for synthesis and analysis; interest in molecular architecture; lab-work comfort; curiosity about materials or green energy.,34400,Add intl buffer +1; budget filter.
UCL,UCL_ASTRO_BSC_2026,Mathematical & Physical Sciences,Astrophysics BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,A-Levels: A*AA; IB: 39 (19 HL). Contextual: AAB / 36 (17 HL).,39,1,A-level Maths and Physics A*A required.,Further Maths.,Deep curiosity about cosmic origins; understanding of stellar evolution/cosmology; strong data-handling intent; interest in telescopes/observations.,37500,Add intl buffer +1; budget filter.
UCL,UCL_ESCI_BSC_2026,Mathematical & Physical Sciences,Earth Sciences BSc,BSc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/earth-sciences-bsc,"A-Levels; IB Diploma; plus UK alternatives (Access to HE, BTEC/CTEC, Pre-U, Scottish Highers/Adv Highers) + international equivalents (country-based).",A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,A-Levels: ABB; IB: 34 (16 HL). Contextual: BBC / 30 (15 HL).,34,1,Two from Bio/Chem/Phys/Maths/Geog/Geol required.,Physics; Chemistry.,Field-work interest; understanding of geological time-scales; interest in climate history or natural hazards; ability to link physical science to environmental policy.,34400,Add intl buffer +1; budget filter.
